task,source,sequence_trial_index,start,goal,n_actions,shortest_steps,excess_steps,hit_rate,reached_goal,path_efficiency,revisit_rate,unique_state_fraction,action_entropy,left_frac,up_frac,right_frac,down_frac,straight_frac,turn_frac,reverse_frac,first_action_matches_shortest,shortest_action_alignment,mean_distance_delta,progress_action_frac,stall_action_frac,regress_action_frac,model,source_role,raw_source
3,actual_subject,135,23,7,14,6,8.0,0.1428571428571428,1,0.4285714285714285,0.2,0.8,0.9046000163489059,0.35714285714285715,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.07692307692307693,0.9230769230769231,0.0,0,0.6666666666666666,0.42857142857142855,0.6428571428571429,0.14285714285714285,0.21428571428571427,context,actual,actual_subject
3,model_context_rollout,139,8,17,6,5,1.0,0.1666666666666666,1,0.8333333333333334,0.14285714285714285,0.8571428571428571,0.7295739585136225,0.16666666666666666,0.0,0.3333333333333333,0.5,0.4,0.6,0.0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,context,model,model_context_rollout
3,actual_subject,139,8,17,9,5,4.0,0.0,1,0.5555555555555556,0.2,0.8,0.7652465283787413,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,0.375,0.5,0.125,0,0.8333333333333334,0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,context,actual,actual_subject
3,model_context_rollout,143,43,7,17,10,7.0,0.4117647058823529,1,0.5882352941176471,0.3888888888888889,0.6111111111111112,0.8228556852037893,0.47058823529411764,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.125,0.875,0.0,0,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.0,context,model,model_context_rollout
3,actual_subject,143,43,7,10,10,0.0,0.0,1,1.0,0.0,1.0,0.7427376486136673,0.5,0.3,0.0,0.2,0.2222222222222222,0.7777777777777778,0.0,1,1.0,1.0,1.0,0.0,0.0,context,actual,actual_subject
3,model_context_rollout,147,48,46,50,4,46.0,0.72,0,0.08,0.9607843137254902,0.0392156862745098,0.5677254052800654,0.0,0.14,0.72,0.14,0.4489795918367347,0.5510204081632653,0.0,1,0.14,0.0,0.14,0.72,0.14,context,model,model_context_rollout
3,actual_subject,147,48,46,4,4,0.0,0.0,1,1.0,0.0,1.0,0.75,0.25,0.5,0.25,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0.0,0.0,context,actual,actual_subject
4,model_context_rollout,151,36,9,108,7,101.0,0.1851851851851851,0,0.0648148148148148,0.8440366972477065,0.1559633027522936,0.8477698165788484,0.26851851851851855,0.49074074074074076,0.18518518518518517,0.05555555555555555,0.2897196261682243,0.7102803738317757,0.0,1,0.5555555555555556,0.018518518518518517,0.4166666666666667,0.18518518518518517,0.39814814814814814,context,model,model_context_rollout
4,actual_subject,151,36,9,36,7,29.0,0.5277777777777778,1,0.1944444444444444,0.5405405405405406,0.4594594594594595,0.8813915737886833,0.4166666666666667,0.3055555555555556,0.05555555555555555,0.2222222222222222,0.2571428571428571,0.6857142857142857,0.05714285714285714,0,0.0,0.19444444444444445,0.3333333333333333,0.5277777777777778,0.1388888888888889,context,actual,actual_subject
4,model_context_rollout,155,10,15,23,5,18.0,0.1739130434782608,1,0.217391304347826,0.4166666666666667,0.5833333333333334,0.9565831515652945,0.17391304347826086,0.391304347826087,0.2608695652173913,0.17391304347826086,0.18181818181818182,0.8181818181818182,0.0,0,0.0,0.21739130434782608,0.5217391304347826,0.17391304347826086,0.30434782608695654,context,model,model_context_rollout
4,actual_subject,155,10,15,12,5,7.0,0.4166666666666667,1,0.4166666666666667,0.38461538461538464,0.6153846153846154,0.7295739585136223,0.16666666666666666,0.5,0.3333333333333333,0.0,0.36363636363636365,0.6363636363636364,0.0,0,0.0,0.4166666666666667,0.5,0.4166666666666667,0.08333333333333333,context,actual,actual_subject
4,model_context_rollout,159,14,12,31,8,23.0,0.2258064516129032,1,0.2580645161290322,0.65625,0.34375,0.9870894389417637,0.25806451612903225,0.1935483870967742,0.22580645161290322,0.3225806451612903,0.13333333333333333,0.8666666666666667,0.0,1,0.56,0.06451612903225806,0.41935483870967744,0.22580645161290322,0.3548387096774194,context,model,model_context_rollout
